date,temperaturemin,temperaturemax,precipitation,snowfall,snowdepth,avgwindspeed,fastest2minwinddir,fastest2minwindspeed,fastest5secwinddir,fastest5secwindspeed
2013-01-01,0.5256756756756756,0.3401015228426396,0.03255813953488372,0.0,0.0,0.35027932960893854,0.6,0.25728065294008534,0.6,0.19424646883503954
2013-02-01,0.4837837837837837,0.32614213197969544,0.037209302325581395,0.0,0.0,0.18770949720670388,0.08571428571428572,0.11203858282322389,0.08571428571428572,0.09278216923675003
2013-03-01,0.3351351351351351,0.2766497461928934,0.0,0.0,0.0,0.0877094972067039,0.08571428571428572,0.016508996475607485,0.22857142857142856,0.05209278216923677
2013-04-01,0.2972972972972973,0.3540609137055838,0.0,0.0,0.0,0.23743016759776533,0.8285714285714286,0.14932294565015766,0.8571428571428571,0.19424646883503954
2013-05-01,0.28243243243243243,0.32614213197969544,0.0,0.0,0.0,0.0877094972067039,0.6285714285714286,0.03728436282693379,0.6285714285714286,0.014513411947648063
2013-06-01,0.4189189189189189,0.3401015228426396,0.0,0.0,0.0,0.18770949720670388,0.6,0.05397885364496381,0.5428571428571428,0.014513411947648063
2013-07-01,0.3351351351351351,0.3654822335025381,0.0,0.0,0.0,0.11284916201117318,0.11428571428571428,0.1660174364681877,0.11428571428571428,0.14202410263055593
2013-08-01,0.32297297297297295,0.41497461928934015,0.0,0.0,0.0,0.03743016759776536,0.34285714285714286,0.05397885364496381,0.37142857142857144,0.04055980303226643
2013-09-01,0.4189189189189189,0.5685279187817259,0.0,0.0,0.0,0.0877094972067039,0.6285714285714286,0.11203858282322389,0.6285714285714286,0.0666061941168848
2013-10-01,0.5662162162162162,0.5291878172588833,0.0,0.0,0.0,0.23743016759776533,0.17142857142857143,0.1285475792988314,0.2,0.11597771154593753
2013-11-01,0.4986486486486486,0.3540609137055838,0.034108527131782945,0.0,0.0,0.1625698324022346,0.17142857142857143,0.07475421999629012,0.22857142857142856,0.0666061941168848
2013-12-01,0.6054054054054053,0.6078680203045684,0.0,0.0,0.0,0.09999999999999998,0.34285714285714286,0.03728436282693379,0.37142857142857144,0.04055980303226643
2013-01-13,0.6878378378378378,0.6573604060913706,0.0,0.0,0.0,0.4374301675977654,0.6285714285714286,0.2780560192914116,0.6285714285714286,0.19424646883503954
2013-01-14,0.727027027027027,0.58248730964467,0.0,0.0,0.0,0.32513966480446926,0.6285714285714286,0.14932294565015766,0.6285714285714286,0.11597771154593753
2013-01-15,0.5405405405405406,0.468274111675127,0.0015503875968992248,0.0,0.0,0.42513966480446924,0.05714285714285714,0.2033017992951215,0.02857142857142857,0.19424646883503954
2013-01-16,0.5135135135135135,0.3401015228426396,0.027906976744186046,0.0,0.0,0.12513966480446925,0.02857142857142857,0.03728436282693379,0.45714285714285713,0.05209278216923677
2013-01-17,0.3918918918918919,0.3540609137055838,0.21860465116279068,0.12013536379018612,0.0,0.47486033519553067,0.11428571428571428,0.48135781858653304,0.05714285714285714,0.3883633536348322
2013-01-18,0.3351351351351351,0.2893401015228427,0.009302325581395349,0.02030456852791878,0.1658206429780034,0.11284916201117318,1.0,0.11203858282322389,1.0,0.10431514837372037
2013-01-19,0.2972972972972973,0.39086294416243655,0.0,0.0,0.0,0.18770949720670388,0.5714285714285714,0.11203858282322389,0.5714285714285714,0.07826875728910199
2013-01-20,0.4189189189189189,0.5050761421319797,0.0,0.0,0.0,0.35027932960893854,0.7714285714285715,0.1660174364681877,0.7714285714285715,0.16807049371517432
2013-01-21,0.3351351351351351,0.4543147208121827,0.0,0.0,0.0,0.2748603351955307,0.6285714285714286,0.21999629011315153,0.8,0.20863029674744074
2013-01-22,0.28243243243243243,0.25126903553299496,0.0,0.0,0.0,0.2877094972067039,0.8285714285714286,0.1660174364681877,0.8285714285714286,0.18258390566282234
2013-01-23,0.18783783783783783,0.23984771573604063,0.0,0.0,0.0,0.22513966480446926,0.6285714285714286,0.2033017992951215,0.7142857142857143,0.16807049371517432
2013-01-24,0.22837837837837835,0.16243654822335027,0.0,0.0,0.0,0.3748603351955307,0.02857142857142857,0.21999629011315153,0.9428571428571428,0.27238564208889465
2013-01-25,0.2135135135135135,0.060913705583756354,0.04961240310077519,0.0338409475465313,0.0,0.19999999999999996,0.6285714285714286,0.11203858282322389,0.37142857142857144,0.15653751457820397
2013-01-26,0.30945945945945946,0.1865482233502538,0.0,0.0,0.0,0.06256983240223464,0.08571428571428572,0.03728436282693379,0.05714285714285714,0.014513411947648063
2013-01-27,0.2405405405405405,0.22588832487309646,0.0,0.0,0.0,0.07541899441340781,0.2571428571428571,0.07475421999629012,0.2,0.0666061941168848
2013-01-28,0.377027027027027,0.3540609137055838,0.0015503875968992248,0.0,0.0,0.33743016759776534,0.6285714285714286,0.14932294565015766,0.6285714285714286,0.09278216923675003
2013-01-29,0.5405405405405406,0.631979695431472,0.0,0.0,0.0,0.48770949720670376,0.6285714285714286,0.2033017992951215,0.6285714285714286,0.14202410263055593
2013-01-30,0.768918918918919,0.6192893401015228,0.05426356589147286,0.0,0.0,1.0,0.5714285714285714,0.48135781858653304,0.5428571428571428,0.4928080860437994
2013-01-31,0.3918918918918919,0.5050761421319797,0.013953488372093023,0.0,0.0,0.7251396648044691,0.6285714285714286,0.44388796141717674,0.6857142857142857,0.4145393287546974
2013-01-02,0.2972972972972973,0.21192893401015228,0.0,0.0,0.0,0.5128491620111731,0.8,0.29456501576701916,0.8857142857142857,0.3623169625502138
2013-02-02,0.20135135135135135,0.2766497461928934,0.0,0.0,0.0,0.32513966480446926,0.6571428571428571,0.25728065294008534,0.6857142857142857,0.24633925100427628
2013-03-02,0.4189189189189189,0.3401015228426396,0.0,0.0,0.0,0.2877094972067039,0.6571428571428571,0.186792802819514,0.8285714285714286,0.16807049371517432
2013-04-02,0.2972972972972973,0.32614213197969544,0.0,0.0,0.0,0.25027932960893856,0.6,0.1285475792988314,0.8857142857142857,0.16807049371517432
2013-05-02,0.4716216216216216,0.468274111675127,0.0,0.0,0.0,0.3128491620111732,0.6,0.1660174364681877,0.6571428571428571,0.14202410263055593
2013-06-02,0.35,0.49365482233502544,0.0,0.0,0.0,0.1625698324022346,0.2857142857142857,0.11203858282322389,0.22857142857142856,0.11597771154593753
2013-07-02,0.43108108108108106,0.3147208121827411,0.06666666666666667,0.0,0.0,0.47486033519553067,0.17142857142857143,0.186792802819514,0.2,0.16807049371517432
2013-08-02,0.4716216216216216,0.40355329949238583,0.09147286821705426,0.0,0.0,0.41284916201117317,0.05714285714285714,0.21999629011315153,0.08571428571428572,0.22029285991965789
2013-09-02,0.32297297297297295,0.3654822335025381,0.0,0.0,0.0,0.19999999999999996,0.9142857142857143,0.11203858282322389,0.8571428571428571,0.14202410263055593
2013-10-02,0.28243243243243243,0.3794416243654823,0.004651162790697674,0.0,0.0,0.23743016759776533,0.4,0.11203858282322389,0.42857142857142855,0.09278216923675003
2013-11-02,0.5527027027027027,0.5050761421319797,0.007751937984496124,0.0,0.0,0.5748603351955306,0.6,0.2780560192914116,0.6571428571428571,0.20863029674744074
2013-12-02,0.5783783783783784,0.468274111675127,0.0,0.0,0.0,0.19999999999999996,0.8,0.1285475792988314,0.9142857142857143,0.14202410263055593
2013-02-13,0.5135135135135135,0.3401015228426396,0.03565891472868217,0.0,0.0,0.18770949720670388,0.8571428571428571,0.11203858282322389,0.8857142857142857,0.10431514837372037
2013-02-14,0.3621621621621621,0.3654822335025381,0.0,0.0,0.0,0.13743016759776536,0.6571428571428571,0.1285475792988314,0.6571428571428571,0.09278216923675003
2013-02-15,0.3351351351351351,0.4796954314720812,0.0,0.0,0.0,0.15027932960893853,0.6857142857142857,0.14932294565015766,0.9714285714285714,0.14202410263055593
2013-02-16,0.377027027027027,0.30076142131979694,0.06046511627906977,0.12013536379018612,0.0,0.21284916201117315,0.0,0.1285475792988314,0.02857142857142857,0.15653751457820397
2013-02-17,0.2702702702702703,0.17512690355329952,0.0,0.0,0.0,0.3625698324022346,0.8,0.25728065294008534,0.8285714285714286,0.29856161720875984
2013-02-18,0.18783783783783783,0.3654822335025381,0.0,0.0,0.0,0.2748603351955307,0.5428571428571428,0.1660174364681877,0.5428571428571428,0.14202410263055593
2013-02-19,0.4189189189189189,0.3540609137055838,0.02170542635658915,0.0,0.0,0.5251396648044692,0.5714285714285714,0.29456501576701916,0.5714285714285714,0.27238564208889465
2013-02-20,0.30945945945945946,0.3654822335025381,0.0,0.0,0.0,0.2748603351955307,0.7142857142857143,0.186792802819514,0.7142857142857143,0.18258390566282234
2013-02-21,0.28243243243243243,0.39086294416243655,0.0,0.0,0.0,0.22513966480446926,0.22857142857142856,0.186792802819514,0.2571428571428571,0.16807049371517432
2013-02-22,0.377027027027027,0.23984771573604063,0.05581395348837209,0.0,0.0,0.26256983240223464,0.22857142857142856,0.186792802819514,0.2571428571428571,0.16807049371517432
